Name,Age,Education,Children,Profession,Phone,Amount,Return credit
Юнонна Кореновская,49,8,4,Изобретатель,73373049429,137000,1
Всеслава Зоткова,60,5,0,Промышленный альпинист,71441853014,119000,1
Магомедшарип Лобасидов,29,8,5,Таксист,74345965984,125000,1
Главспирт Чувильчиков,38,5,5,Хирург,71303861534,141000,1
Шаризат Эль-Карут,32,7,3,Милиционер,72823142213,146000,1
Автодор Зочков,39,6,4,Стоматолог,72091402198,126000,0
Аэтий Ганаховский,67,7,3,Бизнес-тренер,79552778700,149000,1
Дюран Сельверстенков,40,0,2,Капитан судна,79332563906,117000,0
Настас Потков,65,4,2,Авиадиспетчер,72116955909,128000,0
Зепур Кизюшкин,70,1,2,Бармен,71735037665,138000,0
Сандарамет Дравненкин,90,4,0,Web-интегратор,72051610239,145000,0
Аклиста Афонюшкина,61,4,1,Упаковщик,76094377915,139000,0
Тажерниса Семиреченкова,33,2,5,Садовник,78846730764,100000,1
Берлин Дуленев,47,0,6,Дерматолог,75167413175,113000,1
Дилшода Разносчикова,40,1,6,Кладовщик,79713507061,101000,0
Амандин Меленченко,68,6,4,Бизнес-аналитик,74240514024,146000,1
Микко Крабв,52,0,5,Ботаник,76902959367,147000,1
Тени Гондлях,20,8,6,Банкир,73114034347,122000,1
Нагар Леонцев,33,9,2,Окулист,74447341558,149000,0
Досым Сухлоучкин,56,3,2,Мусорщик,76375517391,126000,0
Гермес Цыпурин,75,9,6,Редактор,76124503801,125000,0
Анварали Бугун,34,9,7,Бизнес-аналитик,76454392043,147000,0
Альмансур Безгодов,60,1,4,Сметчик,72379508086,135000,1
Вионор Помаровкин,22,5,4,Зоолог,76629168711,124000,0
Варки Стрельников,24,3,2,Штурман,73401802731,126000,0
Марам Сипитый,74,0,7,Дистрибутор,79572786167,129000,0
Фрай Клаустинг,52,1,5,Технолог,71469308882,104000,1
Тавфик Панфильев,90,8,5,Невропатолог,77783447635,102000,1
Фаврония Колоша,92,8,4,Востоковед,71055740462,147000,1
Хедият Куруляк,31,1,7,Кровельщик,71380760008,122000,0
Аксения Мляховская,48,8,5,Дегустатор,76389421798,100000,1
Селафиил Эленян,77,7,4,Бизнес-аналитик,75662672262,119000,1
Айфара Назукина,94,0,1,Изобретатель,78791742154,104000,0
Димка Чибикеева,29,4,7,Администратор салона красоты,74931821603,121000,0
Тибисэй Тациенко,63,5,2,Штурман,76582681774,108000,0
Василе Пицулин,20,8,7,Менеджер торгового зала,72748143076,140000,0
Берджис Карпушов,81,2,7,Верстальщик,78030732250,106000,0
Мазхар Таянко,28,9,3,Курьер,76028228929,148000,0
Филиана Симинская,65,4,0,Юрист,73373525162,126000,1
Бесс Трясенков,96,7,0,Страховой агент,73555377170,101000,0
Мухабат Ломагин,56,2,0,Референт,79463895217,123000,0
Услав Войчишин,68,6,0,Автомеханик,75206974471,148000,1
Автаноил Конуев,19,6,4,Косметолог,72150189812,144000,0
Эльсивар Шебордаев,28,8,1,Онколог,77491556487,147000,0
Дюша Параконная,41,3,5,Психотерапевт,71264920748,138000,0
Евзивия Нигачева,50,3,6,Дерматовенеролог,72383120550,147000,1
Гавин Тверецкий,88,4,1,Автогонщик,78064281933,133000,0
Чики Белоцерковскийй,90,1,7,Аниматор,73088892917,140000,0
Ходжаги Пармененков,46,2,2,Дорожный инспектор,76820134412,110000,1
Сайрам Линцкевич,72,3,7,Гид-переводчик,79185451560,142000,0
Йоре Хараузов,56,9,7,Судебный пристав,74434209545,128000,0
Бавар Протогенов,71,9,5,Актер,72094766905,134000,0
Алимоджан Юрицин,62,2,3,Маркетолог,78805689765,124000,0
Аспан Щодро,45,3,6,Банкир,78304812002,143000,1
Илгамия Селянкина,73,4,4,Животновод,76691730642,143000,1
Асхит Коломайченко,30,7,2,Охотник,76300379006,144000,0
Холин Панков-Козачкин,45,8,3,Супервайзер,76963089584,102000,0
Артамаз Хахель,52,2,3,Промоутер,77271945316,116000,1
Хьюи Ельсов,73,9,1,Стрелочник,77153344812,111000,1
Муамар Фадеинов,43,1,7,Имиджмейкер,71865168719,122000,0
Катсуми Карпейский,90,7,7,Инженер,76005946268,128000,0
Алдя Измолкова,51,5,2,Отделочник,79380532103,142000,0
Переяслав Ваняков,19,5,7,Терапевт,79150195030,132000,0
Арс Москвичев,47,6,4,Бортпроводник,76020169766,123000,1
Урайнаб Мисилевич,63,0,7,Переплетчик,78159458036,120000,0
Петера Теплянова,68,6,0,Маникюрша,71107305189,111000,1
Зорница Фейзуллина,89,5,3,Фрезеровщик,72743055821,133000,0
Ренгильда Сулимцева,38,6,5,Таксист,71451597471,136000,1
Корасон Ктоян,68,3,3,Тюремный надзиратель,75760645212,136000,0
Сабзпари Спивко,83,6,4,Часовщик,74694161924,122000,1
Бесли Шпиколов,42,4,3,Блогер,78741444695,138000,0
Неос Годчев,63,5,0,Дерматолог,78532011341,113000,0
Альнона Кречкина,89,2,3,Производственный мастер,78975876825,148000,1
Абулфат Луспарьян,19,6,6,Кодер,79094215485,100000,1
Чарла Маняка,21,5,6,Банкир,78721073133,141000,0
Хабиби Добрышман,75,8,4,Бизнес-аналитик,79466993118,115000,0
Коркмаз Каганович,66,3,1,Монтажник,77844135734,103000,0
Яхийта Садуллина,81,3,4,Визажист,78761150455,111000,1
Коркут Паремский,89,6,1,Токарь,75699354769,133000,1
Давендра Цицулина,30,1,2,Банкир,72923045463,111000,1
Назли Забрусский,35,5,2,Гидролог,78721073135,114000,0
Лядвина Команкова,36,2,5,Архитектор-проектировщик,78596060451,125000,1
Муроджан Неченко,27,6,1,Дегустатор,74437483808,117000,0
Амс Ратев,29,8,2,Пекарь,78042158749,118000,0
Кавийа Рудоманова,67,9,0,﻿Адвокат,75031843230,109000,0
Волкан Чихрадзе,43,8,7,Машинист,71569247681,146000,1
Евгеника Винерецкая,97,2,1,Архитектор,78602301791,141000,1
Элшан Шетнев,20,5,3,Таксист,76356326930,141000,0
Хуймин Ключинский,83,0,4,Критик,75216394318,119000,1
Вилком Древель,60,0,0,Продавец,76065844158,108000,0
Варик Липень,76,4,7,Банкир,71241570579,141000,1
Медисон Повышев,26,5,3,Банкир,72089902662,127000,1
Игги Франгиянц,67,1,6,Онколог,79259755075,115000,0
Пнофира Торгашева,58,1,1,Ботаник,72125604464,109000,1
Валяддин Мунзяфяров,71,8,0,Религиовед,71671796948,144000,0
Рейнальдо Мерков,39,7,4,Бренд-менеджер,78161384047,111000,1
Арусик Черяев,46,9,1,Менеджер по PR,79348643001,106000,1
Пэт Сабаев,28,3,2,Ботаник,75899250334,123000,1
Ямм Слиняков,49,8,3,Кровельщик,76479958140,109000,0
Айназ Кирисов,49,7,3,Водолаз,71933749455,147000,0
Едвард Паю,33,3,4,Дизайнер-модельер,78275739410,117000,1
Лазурина Карабаза,40,6,3,Сапожник,77510590768,116000,1
Минаида Лемзикова,85,7,5,Библиограф,74509726422,123000,1
Фардуна Фадюкина,55,0,6,Бизнес-аналитик,78317355654,116000,1
Золифа Абгафорова,78,5,4,Биолог,76665829835,128000,0
Громовица Поливалова,74,1,1,Переплетчик,72105608433,147000,0
Илария Лунячкина,26,2,4,Вышивальщица,78891522851,129000,1
Эльверина Мачина,91,3,1,Технолог,72645637758,101000,0
Батыш Кострикин,84,2,1,Иллюстратор,76250963388,148000,0
Автандил Шлафит,55,4,5,Шахтер,75446266943,101000,0
Клеандр Тяглый,77,1,4,Web-интегратор,71123062410,138000,0
Онуфрин Арифметчиков,38,6,4,Оператор кино и телевидения,71860774447,114000,1
Мугавия Морщакова,63,0,2,Экономист,78176292541,122000,0
Тариян Фураков,93,6,6,Физик,75831759139,128000,0
Ликсма Абоамова,70,6,4,Дегустатор,78977886133,102000,0
Феофана Евона,92,7,0,Бизнес-аналитик,71828668083,115000,0
Аловсат Боденчук,66,8,4,Секретарь,75590563186,131000,1
Джи Сантаков,72,1,4,Финансист,72572427787,121000,0
Клорис Ручьев,78,5,5,Фельдшер,71657806696,111000,0
Синижат Волбенко,79,7,3,Инструктор по видам спорта,76342363739,136000,1
Владух Метас,24,5,4,Бухгалтер,79117196332,113000,1
Михман Варносов,42,2,0,Билетный кассир,78885187258,109000,1
Юлина Фукина,80,4,3,Лингвист,74940024115,127000,0
Ахилина Булавкина,87,3,4,Историк,73544421072,145000,0
Арёфий Скажутин,20,7,7,Стрелочник,79208713929,122000,1
Элиа Кималиева,62,1,2,Бизнес-аналитик,78634606508,139000,1
Сталбер Зайделов,20,9,5,Скотник,73280718874,111000,0
Шэйлин Стеренко,54,2,2,Визажист,77930214434,100000,0
Анаид Подколзин,54,1,7,Наладчик,79713507070,105000,0
Сибат Гостюшин,66,8,2,Метеоролог,79080134249,137000,1
Карам Цавно,76,1,1,Бизнес-аналитик,73831519259,110000,0
Этерия Белослюдова,79,0,5,Ботаник,77176098560,148000,1
Шахи Фимкин,29,8,4,Ботаник,75404776079,149000,1
Кларус Вакс,21,8,5,Ботаник,76120175235,113000,0
Бойер Цепикин,68,0,2,Невропатолог,79380532099,113000,0
Варт Зарубин,80,2,7,Бортпроводник,73015613425,132000,0
